"species";"lookup";"match"
"– F. verticillata WILLD.";"Altai-Schachblume – F. verticillata WILLD.";"Z s"
"– F. thunbergii MIQ.15 (12) B 3–6(–12), ";"Thunberg-Schachblume – F. thunbergii MIQ.15 (12) B 3–6(–12), ";"Z s"
", Schwarze F. – F. camtschatcensis (L.) ";"Schatten-Schachblume , Schwarze F. – F. camtschatcensis (L.) ";NA
"– F. affinis (SCHULT. et SCHULT. f.) SEA";"Sprenkel-F. – F. affinis (SCHULT. et SCHULT. f.) SEA";NA
". – S. album L.";"Weiße F . – S. album L.";NA
"– F. biflora LINDL.21* Griffel ungeteilt";"Zweiblütige F., Missionsglocke – F. biflora LINDL.21* Griffel ungeteilt";NA
"– F. persica L.22* Nektardrüse linealisc";"Persische F. – F. persica L.22* Nektardrüse linealisc";"Z s"
". – F. sewerzowii REGEL23 (20) B schmal ";"Sewerzow-F . – F. sewerzowii REGEL23 (20) B schmal ";NA
"– F. minuta BOISS. et NOË";"Kleine F. – F. minuta BOISS. et NOË";NA
"– F. uva-vulpis RIXBem.: Die Art wird of";"Fuchstrauben-F. – F. uva-vulpis RIXBem.: Die Art wird of";"Z s"
"– F. bithynica BAKER27* Kapsel ungeflüge";"Bithynische F. – F. bithynica BAKER27* Kapsel ungeflüge";"Z s"
"– F. caucasica ADAMS";"Purpurbraune F. – F. caucasica ADAMS";"Z s"
"– F. elwesii BOISS.";"Grünstreifige F. – F. elwesii BOISS.";"Z s"
"– F. assyriaca BAKER29* Bl 3–8(–13), br ";"Syrische F. – F. assyriaca BAKER29* Bl 3–8(–13), br ";"Z s"
"– F. pinardii BOISS.30 (23) Griffel rau ";"Pinard-F. – F. pinardii BOISS.30 (23) Griffel rau ";"Z s"
"– F. meleagris L.";"Schachblume, Kiebitzei – F. meleagris L.";"Z z"
"– F. ruthenica WIKSTR.32* Kapsel ungeflü";"Ukrainische Schachblume – F. ruthenica WIKSTR.32* Kapsel ungeflü";"Z s"
"– F. orientalis ADAMS33 (30) BGrundfarbe";"Orientalische Schachblume – F. orientalis ADAMS33 (30) BGrundfarbe";"Z s"
"– F. michailovskyi FOMIN";"Michailovsky-F. – F. michailovskyi FOMIN";"Z z"
"– F. nigra MILL.";"Pyrenäen-Schachblume – F. nigra MILL.";"Z s"
"– F. latifolia WILLD.Ähnlich: Westalpen-";"Breitglocken-Schachblume, Breitblättrige F. – F. latifolia WILLD.Ähnlich: Westalpen-";NA
"– F. pontica WAHLENB.36* Kapsel ungeflüg";"Pontus-F. – F. pontica WAHLENB.36* Kapsel ungeflüg";"Z s"
"– F. davisii TURRILL37* Bl graugrün (vgl";"Davis-Schachblume – F. davisii TURRILL37* Bl graugrün (vgl";"Z s"
"– F. acmopetala BOISS.";"Spitzkronige F. – F. acmopetala BOISS.";"Z z"
"– F. involucrata GUSS.";"Gegenblättrige Schachblume – F. involucrata GUSS.";"Z s"
"– F. crassifolia BOISS. et A. HUET";"Dickblättrige Sch. – F. crassifolia BOISS. et A. HUET";"Z s"
"– F. graeca BOISS. et SPRUNERÄhnlich: Th";"Griechische Schachblume – F. graeca BOISS. et SPRUNERÄhnlich: Th";"Z s"
"achblume – F. messanensis RAF.";"Messina-Sch achblume – F. messanensis RAF.";NA
"– L. hansonii LEICHTLIN ex D. D. T. MOOR";"Goldtürkenbund-L. – L. hansonii LEICHTLIN ex D. D. T. MOOR";NA
"– L. hansonii LEICHTLIN ex D. D. T. MOOR";"Türkenbund-L. – L. hansonii LEICHTLIN ex D. D. T. MOOR";NA
"– L. canadense L.";"Kanadische Wiesen-L. – L. canadense L.";NA
"– L. superbum L.";"Prächtige Türkenbund-L. – L. superbum L.";"Z s"
"– L. pardalinum KELLOGG";"Panther-L. – L. pardalinum KELLOGG";"Z s"
"– L. × testaceum LINDL.: B turbanfg, bis";"Isabell-L., Nanking-L. – L. × testaceum LINDL.: B turbanfg, bis";"Z v"
"– L. candidum L.";"Madonnen-L. – L. candidum L.";"Z s"
"– L. regale E. H. WILSON";"Königs-L. – L. regale E. H. WILSON";"Z z"
"– L. sargentiae E. H.WILSON";"Sargent-L. – L. sargentiae E. H.WILSON";"Z s"
"– L. longiflorum THUNB.";"Oster-L. – L. longiflorum THUNB.";"Z s"
"– L. auratum LINDL.";"Goldband-L. – L. auratum LINDL.";"Z s"
"– L. speciosum THUNB.";"Pracht-L. – L. speciosum THUNB.";"Z s"
". – L. cernuum KOM.";"Nickende L . – L. cernuum KOM.";NA
"– L. nepalense D. DON13* B strohgelb, zi";"Nepal-L. – L. nepalense D. DON13* B strohgelb, zi";NA
"– L. pensylvanicum KER";"Daurische L. – L. pensylvanicum KER";"Z z"
". – L. × hollandicum BERGMANS [L. bulbif";"Holland-L . – L. × hollandicum BERGMANS [L. bulbif";NA
"– L. pumilum DC.";"Lackrote L., Korallen-L. – L. pumilum DC.";NA
"– L. davidii DUCH. ex ELWES";"David-L. – L. davidii DUCH. ex ELWES";"Z s"
". – L. lancifolium THUNB.Ähnlich: Leicht";"Tiger-L . – L. lancifolium THUNB.Ähnlich: Leicht";NA
"– L. henryi BAKER";"Henry-L. – L. henryi BAKER";NA
"– L. chalcedonicum L.19* Obere Bl nicht ";"Chalzedon-L. – L. chalcedonicum L.19* Obere Bl nicht ";"Z s"
"– L. pyrenaicum GOUAN";"Pyrenäen-L. – L. pyrenaicum GOUAN";"Z s"
"– L. monadelphum M. BIEB.Ähnlich: Kessel";"Gelbe Kaukasus-L. – L. monadelphum M. BIEB.Ähnlich: Kessel";"Z s"
"– C. arietinum R. BR.";"Widder-F., Gehörnter F. – C. arietinum R. BR.";"Z s"
"– C. fasciculatum KELLOGG ex S. WATSON";"Büschelblütiger F. – C. fasciculatum KELLOGG ex S. WATSON";"Z s"
"– C. guttatum SW.";"Gesprenkelter F. – C. guttatum SW.";"Z s"
"– C. yatabeanum MAKINO";"Yatabe-F. – C. yatabeanum MAKINO";"Z s"
"– C. japonicum THUNB.";"Fächerblättriger F. – C. japonicum THUNB.";"Z s"
"– C. formosanum HAYATA8 (6) Bl herzfg, a";"Taiwan-F. – C. formosanum HAYATA8 (6) Bl herzfg, a";"Z s"
"– C. debile RCHB. f.";"Schwächlicher F. – C. debile RCHB. f.";"Z s"
"– C. acaule AITON";"Rosablütiger F. – C. acaule AITON";"Z s"
"– C. reginae WALTER";"Königin-F. – C. reginae WALTER";"Z s"
"– C. passerinum RICHARDSON12 (10) FrKn k";"Sperlingsei-F. – C. passerinum RICHARDSON12 (10) FrKn k";"Z s"
"– C. cordigerum D. DON15* Äußere u. inne";"Herztragender F. – C. cordigerum D. DON15* Äußere u. inne";"Z s"
"– C. henryi ROLFE";"Henry-F. – C. henryi ROLFE";"Z s"
"– C. fasciolatum FRANCH.18* Oberes äußer";"Gebänderter F. – C. fasciolatum FRANCH.18* Oberes äußer";"Z s"
"– C. calceolus L.";"Marien-F. – C. calceolus L.";"Z z"
"– E. veratrifolia BOISS. et HOHEN.2* Rhi";"Germerblättrige S. – E. veratrifolia BOISS. et HOHEN.2* Rhi";"Z s"
"– E. palustris (L.) CRANTZ";"Sumpf-S., Sumpfwurz – E. palustris (L.) CRANTZ";"Z s"
"– E. atrorubens (HOFFM. ex BERNH.) BESSE";"Braunrote S. – E. atrorubens (HOFFM. ex BERNH.) BESSE";"Z s"
"– E. helleborine (L.) CRANTZ";"Breitblättrige S. – E. helleborine (L.) CRANTZ";"Z s"
"– E. purpurata SM.";"Violette S. – E. purpurata SM.";"Z s"
"– G. pubescens (WILLD.) R. BR.1* BlStand";"Flaumhaariges N. – G. pubescens (WILLD.) R. BR.1* BlStand";"Z s"
"– G. oblongifolia RAF.";"Länglichblättriges N. – G. oblongifolia RAF.";"Z s"
"– G. repens (L.) R.BR.";"Kriechendes N., Kriechständel – G. repens (L.) R.BR.";"Z s"
"– B. ochracea (SCHLTR.) GARAY et R. E. S";"Gelbe Ch. – B. ochracea (SCHLTR.) GARAY et R. E. S";"Z s"
"– B. formosana HAYATA";"Taiwan-Ch. – B. formosana HAYATA";"Z s"
"– B. striata (THUNB. ex MURRAY) RCHB. f.";"Gestreifte Ch. – B. striata (THUNB. ex MURRAY) RCHB. f.";"Z z"
"– C. tricarinata LINDL.2* Äußere u. inne";"Spornlose Sch. – C. tricarinata LINDL.2* Äußere u. inne";"Z s"
"– C. reflexa MAXIM.3 (1) Lippe ungelappt";"Zurückgebogene Sch. – C. reflexa MAXIM.3 (1) Lippe ungelappt";"Z s"
"– C. alpina HOOK. f. ex LINDL.";"Alpine Sch. – C. alpina HOOK. f. ex LINDL.";"Z s"
"– C. furcata BATEMAN ex LINDL.5* BlSprei";"Gabellippige Sch. – C. furcata BATEMAN ex LINDL.5* BlSprei";"Z s"
"– C. japonica BLUME";"Kyushu-Sch. – C. japonica BLUME";"Z s"
"– C. aristulifera RCHB. f.";"Lockerblütige Sch. – C. aristulifera RCHB. f.";"Z s"
"– C. nipponica MAKINO7* BlSpreite verkeh";"Honshu-Sch. – C. nipponica MAKINO7* BlSpreite verkeh";"Z s"
"– C. discolor LINDL.";"Zweifarbige Sch. – C. discolor LINDL.";"Z s"
"– P. limprichtii SCHLTR.";"Limpricht-P. – P. limprichtii SCHLTR.";"Z s"
"– S. californicum (KER GAWL.) DRYANDER i";"Kalifornisches G. – S. californicum (KER GAWL.) DRYANDER i";"Z s"
". – S. striatum SM. ";"Gestreiftes G . – S. striatum SM. ";NA
". – G. hirsutula HOOK. et ARN. ";"Gewöhnliches G . – G. hirsutula HOOK. et ARN. ";NA
"– S. albidum RAF.";"Weißliches G. – S. albidum RAF.";NA
"– S. mucronatum MICHX.Sehr ähnlich: Nörd";"Stachelspitziges G. – S. mucronatum MICHX.Sehr ähnlich: Nörd";"Z s"
"– I. danfordiae (BAKER) BOISS.";"Danford-Sch. – I. danfordiae (BAKER) BOISS.";"Z z"
"– I. winogradowii FOMIN5 (3) Bl nach den";"Winogradow-Sch. – I. winogradowii FOMIN5 (3) Bl nach den";"Z s"
"– I. histrioides (G. F. WILSON) S. ARN.";"Kleine Zwerg-Sch. – I. histrioides (G. F. WILSON) S. ARN.";"Z s"
"– I. histrio RCHB. f.6* Unteres HochBl g";"Lichtblaue Zwerg-Sch. – I. histrio RCHB. f.6* Unteres HochBl g";"Z s"
"– I. reticulata M. BIEB.Ähnlich: Baker-S";"Netz-Sch. – I. reticulata M. BIEB.Ähnlich: Baker-S";"Z v"
"– I. pamphylica HEDGE: Perigonröhre ±2 c";"Pamphylische Sch. – I. pamphylica HEDGE: Perigonröhre ±2 c";"Z s"
"– I. latifolia (MILL.) VOSS8* Bl herbst–";"Englische Sch., Pyrenäen-Sch. – I. latifolia (MILL.) VOSS8* Bl herbst–";"Z s"
"– I. xiphium L.Ähnlich: Holländische Sch";"Spanische Sch. – I. xiphium L.Ähnlich: Holländische Sch";"Z s"
"– I. bucharica FOSTERBem.: Dunkelgelbe F";"Buchara-Sch., Geweih-Sch. – I. bucharica FOSTERBem.: Dunkelgelbe F";"Z s"
"– I. cycloglossa WENDELBO10* DomBl 1–3,5";"Rundzungen-Sch. – I. cycloglossa WENDELBO10* DomBl 1–3,5";"Z s"
"– I. magnifica VVED.Ähnlich: Zenaida-Sch";"Großartige Sch. – I. magnifica VVED.Ähnlich: Zenaida-Sch";"Z s"
"– I. willmottiana FOSTER [Juno willmotti";"Willmott-Sch. – I. willmottiana FOSTER [Juno willmotti";"Z s"
". – I. × graeberiana SEALY: Bl oseits gr";"Graeber-Sch . – I. × graeberiana SEALY: Bl oseits gr";NA
"– I. warleyensis FOSTER";"Warley-Sch. – I. warleyensis FOSTER";NA
"– I. vicaria VVED.13 (1) HängeBl mit Bar";"Vertretende Sch. – I. vicaria VVED.13 (1) HängeBl mit Bar";"Z s"
"– I. reichenbachii HEUFF.";"Reichenbach-Sch. – I. reichenbachii HEUFF.";"Z s"
"– I. suaveolens BOISS. et REUT.";"Vielfarben-Zwerg-Sch. – I. suaveolens BOISS. et REUT.";"Z s"
"– A. nana L.: Behaarung wollig-zottig. B";"Zwerg-Sch. – A. nana L.: Behaarung wollig-zottig. B";NA
"– I. lutescens LAM.19 (15) Alle HochBl z";"Grünliche Sch. – I. lutescens LAM.19 (15) Alle HochBl z";"Z s"
"– I. pallida LAM.";"Bleiche Sch. – I. pallida LAM.";"Z s"
"– I. variegata L.";"Bunte Sch. – I. variegata L.";"Z s"
"– I. germanica L.Bem.: Einige alte Kultu";"Deutsche Sch. – I. germanica L.Bem.: Einige alte Kultu";NA
"– I. × sambucina L. [I. × squalens L.]: ";"Holunder-Sch. – I. × sambucina L. [I. × squalens L.]: ";"Z s"
". – I. flavescens DC.: B hellgelb, Hänge";"Gelbliche Sch., Bauerngarten-Sch . – I. flavescens DC.: B hellgelb, Hänge";NA
"– I. aphylla L.23 (14) HängeBl mit rotbr";"Nacktstängel-Sch. – I. aphylla L.23 (14) HängeBl mit rotbr";NA
"– I. korolkowii REGEL23* HängeBl ohne du";"Korolkow-Sch. – I. korolkowii REGEL23* HängeBl ohne du";"Z s"
".– I. humilis GEORGI24* BGrundfarbe lila";"Sand-Sch .– I. humilis GEORGI24* BGrundfarbe lila";NA
"– I. hoogiana DYKES25* HängeBl tief brau";"Hoog-Sch. – I. hoogiana DYKES25* HängeBl tief brau";NA
"– I. stolonifera MAXIM.";"Ausläufer-Sch. – I. stolonifera MAXIM.";"Z s"
"– I. cristata SOL. ex AITON28* Bl meist ";"Kamm-Sch. – I. cristata SOL. ex AITON28* Bl meist ";"Z s"
"– I. lacustris NUTT.";"See-Sch., Amerikanische Zwerg-Sch. – I. lacustris NUTT.";"Z s"
"– I. tectorum MAXIM.";"Dach-Sch. – I. tectorum MAXIM.";"Z s"
"– I. gracilipes A. GRAY30* Stg (30–)45–7";"Japanische Zwerg-Sch. – I. gracilipes A. GRAY30* Stg (30–)45–7";"Z s"
"– I. japonica THUNB.31 (26) Samen orange";"Gefranste Sch. – I. japonica THUNB.31 (26) Samen orange";"Z s"
"– I. foetidissima L.31* Samen nicht oran";"Übelriechende Sch. – I. foetidissima L.31* Samen nicht oran";"Z s"
"– I. unguicularis POIR.32* Griffeläste o";"Winter-Sch. – I. unguicularis POIR.32* Griffeläste o";"Z s"
"– I. setosa PALL. ex LINK33* DomBl deutl";"Borsten-Sch. – I. setosa PALL. ex LINK33* DomBl deutl";"Z s"
"– I. forrestii DYKES";"Forrest-Sch. – I. forrestii DYKES";"Z s"
"– I. sibirica L.36* HochBl zur BZeit grü";"Sibirische Sch., Wiesen-Sch. – I. sibirica L.36* HochBl zur BZeit grü";"Z s"
"– I. delavayi MICHELI";"Delavay-Sch. – I. delavayi MICHELI";"Z s"
"– I. sanguinea HORNEM. ex DONN";"Ostsibirische Sch. – I. sanguinea HORNEM. ex DONN";"Z v"
"– I. chrysographes DYKES";"Goldstreifen-Sch. – I. chrysographes DYKES";"Z s"
"– I. × monnieri DC.Bem.: Wichtiger die H";"Monnier-Sch. – I. × monnieri DC.Bem.: Wichtiger die H";"Z s"
"– I. pseudacorus L.42* Kapsel mit 6 Ripp";"Wasser-Sch., Sumpf-Sch. – I. pseudacorus L.42* Kapsel mit 6 Ripp";"Z z"
"– I. spuria L.Formenreich, kult 5 subsp.";"Steppen-Sch. – I. spuria L.Formenreich, kult 5 subsp.";"Z z"
"– I. innominata L. F. HEND.44 (39) Bl 2–";"Regenbogen-Sch. – I. innominata L. F. HEND.44 (39) Bl 2–";"Z s"
"– I. ensata THUNB.46* B 2–3, blassblau, ";"Japanische Sumpf-Sch. – I. ensata THUNB.46* B 2–3, blassblau, ";"Z s"
". – I. missouriensis NUTT.47 (45) Kapsel";"Rocky-Mountain-Sch . – I. missouriensis NUTT.47 (45) Kapsel";NA
"– I. ruthenica KER GAWL.47* Kapsel mit 3";"Siebenbürger Gras-Sch. – I. ruthenica KER GAWL.47* Kapsel mit 3";NA
". – I. sintenisii JANKA";"Sintenis-Sch . – I. sintenisii JANKA";NA
"– I. fulva KER GAWL.";"Terrakotta-Sch., Kupfer-Sch. – I. fulva KER GAWL.";NA
"– I. graminea L.";"Gras-Sch., Pflaumenduft-Sch. – I. graminea L.";"Z z"
"– I. versicolor L.";"Verschiedenfarbige Sch. – I. versicolor L.";"Z s"
"– I. orientalis MILL.53* B blassblau bis";"Orientalische Sch., Schmetterlings-Sch. – I. orientalis MILL.53* B blassblau bis";"Z s"
"– I. laevigata FISCH. et C. A. MEY.";"Asiatische Sumpf-Sch. – I. laevigata FISCH. et C. A. MEY.";"Z s"
"– G. callianthus MARAIS1* Perigonröhre <";"Abessinische G., Stern-G. – G. callianthus MARAIS1* Perigonröhre <";"Z z"
"– G. tristis L.";"Eintönige G. – G. tristis L.";"Z v"
"– G. dalenii VAN GEEL";"Primel-G. – G. dalenii VAN GEEL";"Z s"
"– G. oppositiflorus HERB.";"Gegenblütige G. – G. oppositiflorus HERB.";"Z s"
"– G. papilio HOOK. f.";"Schmetterlings-G. – G. papilio HOOK. f.";"Z s"
"– G. carneus D. DELAROCHE5* B leuchtend ";"Fleischrosa G. – G. carneus D. DELAROCHE5* B leuchtend ";"Z s"
"– G. cruentus MOORE";"Blutrote G. – G. cruentus MOORE";"Z s"
"– G. cardinalis CURTIS";"Kardinals-G. – G. cardinalis CURTIS";"Z s"
"– G. italicus MILL.3* Staubbeutel höchst";"Acker-G., Feld-Siegwurz – G. italicus MILL.3* Staubbeutel höchst";"Z s"
"– G. imbricatus L.";"Dachzieglige G., Wiesen-Siegwurz – G. imbricatus L.";"Z s"
"– G. illyricus W. D. J. KOCH";"Illyrische S. – G. illyricus W. D. J. KOCH";"Z v"
"– C. olivieri J. GAY";"Olivier-K. – C. olivieri J. GAY";"Z s"
". – C. korolkowii REGEL ex MAW";"Korolkow-K . – C. korolkowii REGEL ex MAW";NA
"– C. angustifolius WESTON6* Perigonzipfe";"Goldbrokat-K., Schmalblättriger K., Goldlack-K. – C. angustifolius WESTON6* Perigonzipfe";NA
"– C. ancyrensis (HERB.) MAW7* Knollenhül";"Ankara-K., Kleinasiatischer Gold-K. – C. ancyrensis (HERB.) MAW7* Knollenhül";"Z z"
"– C. chrysanthus (HERB.) HERB.8 (2) Stau";"Kleiner K., Balkan-K. – C. chrysanthus (HERB.) HERB.8 (2) Stau";"Z z"
"– C. laevigatus BORY et CHAUB.8* Staubbe";"Glatter K. – C. laevigatus BORY et CHAUB.8* Staubbe";"Z s"
"– C. fleischeri J. GAY9* Griffel in 3 Äs";"Taurus-K. – C. fleischeri J. GAY9* Griffel in 3 Äs";"Z s"
"– C. sieberi J. GAYÄhnlich: Netz-K. – C.";"Sieber-K., Griechischer Zwerg-K. – C. sieberi J. GAYÄhnlich: Netz-K. – C.";"Z z"
". – C. etruscus PARL.";"Toskanischer K., Rosen-K . – C. etruscus PARL.";NA
"– C. biflorus MILL.";"Zweiblütiger K., Schottischer K. – C. biflorus MILL.";NA
"– C. imperati TEN.";"Imperato-K., Teufels-K. – C. imperati TEN.";"Z s"
". – P. vernalis (L.) MILL.";"Frühlings-K . – P. vernalis (L.) MILL.";NA
"– C. tommasinianus HERB.16* Bl 0,5–1,5 m";"Dalmatiner K., Elfen-K. – C. tommasinianus HERB.16* Bl 0,5–1,5 m";NA
"– C. corsicus VANUCCHI ex MAWSehr ähnlic";"Korsischer K. – C. corsicus VANUCCHI ex MAWSehr ähnlic";NA
"– C. versicolor KER GAWL.: Bl graugrün, ";"Silberlack-K. – C. versicolor KER GAWL.: Bl graugrün, ";"Z s"
"– C. cancellatus HERB.";"Gitter-Herbst-K. – C. cancellatus HERB.";"Z s"
"– C. kotschyanus HERB.19* Schlund durchg";"Ring-Herbst-K. – C. kotschyanus HERB.19* Schlund durchg";"Z z"
"– C. pulchellus HERB.20* Staubfäden kahl";"Rosen-Herbst-K. – C. pulchellus HERB.20* Staubfäden kahl";"Z z"
"– C. banaticus J. GAY23* Griffel gelb. P";"Siebenbürger Herbst-K. – C. banaticus J. GAY23* Griffel gelb. P";"Z z"
"– C. sativus L.Ähnlich: Duft-Herbst-K. –";"Echter Safran – C. sativus L.Ähnlich: Duft-Herbst-K. –";"N s"
"– C. serotinus SALISB.26 (24) Perigonzip";"Spanischer Herbst-K. – C. serotinus SALISB.26 (24) Perigonzip";"Z s"
"– C. speciosus M. BIEB.26* Perigonzipfel";"Pracht-Herbst-K. – C. speciosus M. BIEB.26* Perigonzipfel";"Z z"
"– C. medius BALB.27* B tiefpurpurn, selt";"Riviera-Herbst-K. – C. medius BALB.27* B tiefpurpurn, selt";"Z s"
"– C. nudiflorus SM.Freesie – Freesia ECK";"Pyrenäen-Herbst-K. – C. nudiflorus SM.Freesie – Freesia ECK";"Z s"
"– C. simplicicaulis BOISS. et HUET: mitt";"Verzweigte F. – C. simplicicaulis BOISS. et HUET: mitt";NA
". – F. refracta (JACQ.) ECKL. ex KLATT3 ";"Umgebogene F . – F. refracta (JACQ.) ECKL. ex KLATT3 ";NA
"– F. leichtlinii KLATT3* B fast radiär, ";"Leichtlin- F. – F. leichtlinii KLATT3* B fast radiär, ";NA
"I. maculata L.: Stg einfach. BÄhre kopfi";"Eltern der Hybriden: I. maculata L.: Stg einfach. BÄhre kopfi";"Z s"
"– S. tricolor (SCHNEEV.) KER GAWL.1* Sta";"Dreifarbiges F., Harlekinblume – S. tricolor (SCHNEEV.) KER GAWL.1* Sta";"Z s"
"– S. bulbifera (L.) KER GAWL.2* Stg meis";"Knöllchen-F. – S. bulbifera (L.) KER GAWL.2* Stg meis";"Z s"
"– T. crocata (L.) KER GAWL.";"Safranfarbige T. – T. crocata (L.) KER GAWL.";"Z s"
"– C. paniculata (KLATT) GOLDBLATT";"Rispen-M. – C. paniculata (KLATT) GOLDBLATT";"Z s"
"– C. masoniorum (L. BOLUS) N. E. BR. ";"Transkei-M. – C. masoniorum (L. BOLUS) N. E. BR. ";"Z s"
"– C. aurea (PAPPE ex HOOK.) PLANCH.3* B ";"Gold-M. – C. aurea (PAPPE ex HOOK.) PLANCH.3* B ";"Z s"
"– C. pottsii (BAKER) N. E. BR.Kult fast ";"Potts-M. – C. pottsii (BAKER) N. E. BR.Kult fast ";"Z s"
"– H. fulva L.";"Braunrote T. – H. fulva L.";"Z v"
"– H. dumortieri C. MORREN";"Dumortier-T. – H. dumortieri C. MORREN";NA
"– H. middendorffii TRAUTV. et C. A. MEY.";"Middendorff-T. – H. middendorffii TRAUTV. et C. A. MEY.";"Z s"
"– H. minor MILL.";"Kleine T., Stern-T. – H. minor MILL.";"Z z"
"– H. lilioasphodelus L.Ähnlich: Thunberg";"Gelbe T. – H. lilioasphodelus L.Ähnlich: Thunberg";"Z z"
"– H. citrina BARONIBem.: Unter diesem Na";"Zitronen-T. – H. citrina BARONIBem.: Unter diesem Na";"Z s"
"– I. candida (L.) CASS.11* Bl grün, aber";"Weißer A. – I. candida (L.) CASS.11* Bl grün, aber";NA
"– A. fistulosus L.Junkerlilie – Asphodel";"Röhriger A. – A. fistulosus L.Junkerlilie – Asphodel";NA
"– A. liburnica (SCOP.) RCHB.2* Perigon b";"Liburnische J. – A. liburnica (SCOP.) RCHB.2* Perigon b";"Z s"
". – A. tenuior (FISCH.) LEDEB.3 (1) Peri";"Schlanke J . – A. tenuior (FISCH.) LEDEB.3 (1) Peri";NA
"– A. lutea (L.) RCHB.";"Gelbe J. – A. lutea (L.) RCHB.";NA
"– A. taurica (PALL.) KUNTH";"Krim-J. – A. taurica (PALL.) KUNTH";"Z s"
"– E. stenophyllus (BOISS. et BUHSE) BAKE";"Afghanistan-St., Schmalblättrige St. – E. stenophyllus (BOISS. et BUHSE) BAKE";"Z z"
". – E. comosus O. FEDTSCH.";"Schopfige St . – E. comosus O. FEDTSCH.";NA
"– E. spectabilis M. BIEB.";"Ansehnliche St. – E. spectabilis M. BIEB.";NA
"– E. soogdianus (REGEL) BENTH. et HOOK.5";"Sogdische St. – E. soogdianus (REGEL) BENTH. et HOOK.5";"Z s"
"– E. turkestanicus REGEL6 (2) Fr 8–12(–1";"Turkestanische St. – E. turkestanicus REGEL6 (2) Fr 8–12(–1";"Z s"
"– E. olgae REGEL";"Olga-St. – E. olgae REGEL";"Z s"
"– E. kaufmannii REGEL";"Kaufmann-St. – E. kaufmannii REGEL";"Z s"
"– E. bucharicus REGEL";"Buchara-St. – E. bucharicus REGEL";"Z s"
"– E. lactiflorus O. FEDTSCH.";"Milchweiße St. – E. lactiflorus O. FEDTSCH.";"Z s"
"– E. aitchisonii BAKER10* Bl rinnig, gra";"Aitchison-St. – E. aitchisonii BAKER10* Bl rinnig, gra";"Z s"
"– E. robustus (REGEL) REGEL";"Riesen-St., Kleopatranadel – E. robustus (REGEL) REGEL";"Z s"
"– K. ensifolia BAKERBem.: Die echte K. p";"Schwertblättrige F. – K. ensifolia BAKERBem.: Die echte K. p";"Z s"
". – K. praecox BAKER";"Frühe F . – K. praecox BAKER";NA
"– K. uvaria (L.) HOOK.4* Bl 12–28 mm br.";"Schopf-F., Traubige F. – K. uvaria (L.) HOOK.4* Bl 12–28 mm br.";NA
". – K. linearifolia BAKER5 (1) DeckBl ei";"Langblättrige F . – K. linearifolia BAKER5 (1) DeckBl ei";NA
". – K. citrina BAKER";"Zitronen-F . – K. citrina BAKER";NA
"– K. pauciflora BAKER";"Wenigblütige F. – K. pauciflora BAKER";NA
"– K. rufa BAKERBem.: Ähnlich, aber mit l";"Drakensberg-F. – K. rufa BAKERBem.: Ähnlich, aber mit l";"Z s"
"– K. triangularis KUNTH";"Grasblättrige F. – K. triangularis KUNTH";"Z s"
"– K. galpinii BAKER";"Galpin-F. – K. galpinii BAKER";"Z s"
"– A. setaceus (KUNTH) JESSOP [A. plumosu";"Feder-Sp. – A. setaceus (KUNTH) JESSOP [A. plumosu";"Z v"
"– A. filicinus BUCH-HAM. ex D. DON1* Sch";"Farn-Sp. – A. filicinus BUCH-HAM. ex D. DON1* Sch";"Z v"
"– A. acutifolius L.2* Pfl sommergrün. Sc";"Spitzblättriger Sp. – A. acutifolius L.2* Pfl sommergrün. Sc";"Z s"
